# output_voltage_1.csv run at 2000-01-01 00:01:00 UTC on 966 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
Bus770,244.837522,-0.562356,247.938532,3.654889,237.629605,1.555118
Bus771,244.839920,-0.562364,247.941390,3.654892,237.622050,1.555126
Bus772,244.839917,-0.562364,247.941380,3.654892,237.622926,1.555125
Bus773,244.843861,-0.562366,247.938883,3.654897,237.631288,1.555117
Bus774,244.842677,-0.562373,247.953306,3.654885,237.633531,1.555125
Bus775,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus776,244.864063,-0.562402,247.971222,3.654897,237.638288,1.555126
Bus777,244.843955,-0.562383,247.966342,3.654888,237.636138,1.555130
Bus778,244.852878,-0.562392,247.963116,3.654890,237.627616,1.555135
Bus779,244.836390,-0.562353,247.937203,3.654887,237.630297,1.555118
Bus780,244.839923,-0.562364,247.941399,3.654892,237.621163,1.555127
Bus781,244.839917,-0.562364,247.941380,3.654892,237.622898,1.555125
Bus782,244.843861,-0.562366,247.938838,3.654897,237.631288,1.555117
Bus783,244.842515,-0.562373,247.953307,3.654885,237.633533,1.555125
Bus784,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus785,244.864070,-0.562402,247.970575,3.654898,237.638290,1.555126
Bus786,244.843039,-0.562382,247.966344,3.654888,237.636148,1.555130
Bus787,244.835505,-0.562350,247.936164,3.654886,237.630837,1.555117
Bus788,244.839917,-0.562364,247.941381,3.654892,237.622868,1.555125
Bus789,244.843862,-0.562366,247.938804,3.654897,237.631288,1.555117
Bus790,244.842408,-0.562373,247.953307,3.654885,237.633534,1.555125
Bus791,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus792,244.842870,-0.562382,247.966345,3.654888,237.636150,1.555130
Bus793,244.842415,-0.562381,247.966346,3.654888,237.636155,1.555130
Bus794,244.834705,-0.562348,247.935226,3.654885,237.631325,1.555117
Bus795,244.839917,-0.562364,247.941381,3.654892,237.622841,1.555125
Bus796,244.843862,-0.562366,247.938749,3.654897,237.631288,1.555117
Bus797,244.842299,-0.562373,247.953307,3.654885,237.633535,1.555125
Bus798,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus799,244.842723,-0.562382,247.966345,3.654888,237.636152,1.555130
Bus800,244.841416,-0.562380,247.966348,3.654888,237.636166,1.555130
Bus801,244.834598,-0.562348,247.935226,3.654885,237.631326,1.555117
Bus802,244.834837,-0.562347,247.934656,3.654885,237.631372,1.555116
Bus803,244.839917,-0.562364,247.941381,3.654892,237.622811,1.555125
Bus804,244.843866,-0.562366,247.938365,3.654897,237.631289,1.555117
Bus805,244.842247,-0.562373,247.953307,3.654885,237.633536,1.555125
Bus806,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus807,244.842601,-0.562381,247.966345,3.654888,237.636153,1.555130
Bus808,244.840563,-0.562379,247.966350,3.654888,237.636176,1.555130
Bus809,244.834490,-0.562348,247.935226,3.654885,237.631328,1.555117
Bus810,244.835181,-0.562346,247.933592,3.654886,237.631480,1.555114
Bus811,244.834837,-0.562347,247.934656,3.654885,237.631372,1.555116
Bus812,244.839917,-0.562364,247.941381,3.654892,237.622791,1.555125
Bus813,244.843875,-0.562366,247.937517,3.654898,237.631292,1.555117
Bus814,244.842164,-0.562373,247.953307,3.654885,237.633537,1.555125
Bus815,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus816,244.842507,-0.562381,247.966345,3.654888,237.636154,1.555130
Bus817,244.840080,-0.562379,247.966352,3.654888,237.636181,1.555130
Bus818,244.834382,-0.562347,247.935227,3.654885,237.631329,1.555117
Bus819,244.835468,-0.562345,247.932701,3.654887,237.631569,1.555112
Bus820,244.835181,-0.562346,247.933592,3.654886,237.631480,1.555114
Bus821,244.839917,-0.562364,247.941382,3.654892,237.622762,1.555125
Bus822,244.842086,-0.562373,247.953308,3.654885,237.633538,1.555125
Bus823,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus824,244.842410,-0.562381,247.966346,3.654888,237.636155,1.555130
Bus825,244.834275,-0.562347,247.935227,3.654885,237.631330,1.555117
Bus826,244.835778,-0.562343,247.931742,3.654888,237.631666,1.555110
Bus827,244.835468,-0.562345,247.932701,3.654887,237.631569,1.555112
Bus828,244.839918,-0.562364,247.941384,3.654892,237.622517,1.555126
Bus829,244.841975,-0.562372,247.953308,3.654885,237.633539,1.555125
Bus830,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus831,244.842327,-0.562381,247.966346,3.654888,237.636156,1.555130
Bus832,244.834167,-0.562347,247.935227,3.654885,237.631331,1.555117
Bus833,244.836032,-0.562342,247.930955,3.654889,237.631746,1.555109
Bus834,244.835778,-0.562343,247.931742,3.654888,237.631666,1.555110
Bus835,244.839921,-0.562364,247.941394,3.654892,237.621675,1.555127
Bus836,244.840800,-0.562371,247.953311,3.654885,237.633552,1.555125
Bus837,244.842267,-0.562381,247.966346,3.654888,237.636157,1.555130
Bus838,244.834060,-0.562347,247.935227,3.654885,237.631332,1.555117
Bus839,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus840,244.836032,-0.562342,247.930955,3.654889,237.631746,1.555109
Bus841,244.840330,-0.562371,247.953312,3.654884,237.633557,1.555125
Bus842,244.842197,-0.562381,247.966346,3.654888,237.636158,1.555130
Bus843,244.833952,-0.562347,247.935228,3.654885,237.631334,1.555117
Bus844,244.836304,-0.562341,247.927643,3.654892,237.631831,1.555107
Bus845,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus846,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus847,244.840091,-0.562371,247.953313,3.654884,237.633560,1.555125
Bus848,244.842092,-0.562381,247.966347,3.654888,237.636159,1.555130
Bus849,244.833899,-0.562347,247.935228,3.654885,237.631334,1.555117
Bus850,244.836304,-0.562341,247.927282,3.654892,237.631831,1.555107
Bus851,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus852,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus853,244.840038,-0.562371,247.953313,3.654884,237.633561,1.555125
Bus854,244.841920,-0.562381,247.966347,3.654888,237.636161,1.555130
Bus855,244.832719,-0.562346,247.935231,3.654885,237.631347,1.555117
Bus856,244.836304,-0.562341,247.926265,3.654893,237.631831,1.555107
Bus857,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus858,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus859,244.839997,-0.562370,247.953313,3.654884,237.633561,1.555125
Bus860,244.841287,-0.562380,247.966349,3.654888,237.636168,1.555130
Bus861,244.839940,-0.562379,247.966352,3.654888,237.636183,1.555130
Bus862,244.831951,-0.562345,247.935233,3.654885,237.631356,1.555117
Bus863,244.836304,-0.562341,247.925071,3.654895,237.631831,1.555107
Bus864,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus865,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus866,244.839952,-0.562370,247.953313,3.654884,237.633562,1.555125
Bus867,244.831279,-0.562344,247.935235,3.654885,237.631363,1.555117
Bus868,244.836304,-0.562341,247.924916,3.654895,237.631831,1.555107
Bus869,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus870,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus871,244.839917,-0.562370,247.953313,3.654884,237.633562,1.555125
Bus872,244.830574,-0.562344,247.935236,3.654885,237.631371,1.555117
Bus873,244.836304,-0.562341,247.924823,3.654895,237.631831,1.555107
Bus874,244.836304,-0.562341,247.924688,3.654895,237.631831,1.555107
Bus875,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus876,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus877,244.839882,-0.562370,247.953313,3.654884,237.633562,1.555125
Bus878,244.829371,-0.562342,247.935240,3.654885,237.631385,1.555117
Bus879,244.836304,-0.562341,247.924738,3.654895,237.631831,1.555107
Bus880,244.836304,-0.562341,247.924155,3.654896,237.631831,1.555107
Bus881,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus882,244.836304,-0.562341,247.930111,3.654889,237.631831,1.555107
Bus883,244.839848,-0.562370,247.953313,3.654884,237.633563,1.555125
Bus884,244.829076,-0.562342,247.935240,3.654885,237.631388,1.555117
Bus885,244.836304,-0.562341,247.924608,3.654895,237.631831,1.555107
Bus886,244.836304,-0.562341,247.922892,3.654897,237.631831,1.555107
Bus887,244.839813,-0.562370,247.953314,3.654884,237.633563,1.555125
Bus888,244.828909,-0.562342,247.935241,3.654885,237.631390,1.555117
Bus889,244.828498,-0.562342,247.935236,3.654885,237.631369,1.555117
Bus890,244.836304,-0.562341,247.924443,3.654895,237.631831,1.555107
Bus891,244.839203,-0.562370,247.953315,3.654884,237.633570,1.555125
Bus892,244.828634,-0.562342,247.935241,3.654885,237.631393,1.555117
Bus893,244.828008,-0.562341,247.935232,3.654885,237.631352,1.555117
Bus894,244.836304,-0.562341,247.923803,3.654896,237.631831,1.555107
Bus895,244.837838,-0.562368,247.953319,3.654884,237.633585,1.555125
Bus896,244.838360,-0.562369,247.953317,3.654884,237.633579,1.555125
Bus897,244.828580,-0.562342,247.935242,3.654885,237.631394,1.555117
Bus898,244.827183,-0.562340,247.935226,3.654885,237.631325,1.555117
Bus899,244.836304,-0.562341,247.922641,3.654897,237.631831,1.555107
Bus900,244.836931,-0.562367,247.953321,3.654884,237.633595,1.555125
Bus901,244.828534,-0.562342,247.935242,3.654885,237.631394,1.555117
Bus902,244.828495,-0.562342,247.935242,3.654885,237.631395,1.555117
Bus903,244.828445,-0.562341,247.935242,3.654885,237.631395,1.555117
Bus904,244.828354,-0.562341,247.935242,3.654885,237.631396,1.555117
Bus905,244.828196,-0.562341,247.935243,3.654885,237.631398,1.555117
Bus906,244.826903,-0.562340,247.935246,3.654884,237.631412,1.555117
SourceBus_1,6661.694657,-0.002458,6667.489750,4.186203,6663.847508,2.091119
LOAD1,247.686440,-0.540032,251.466786,3.652681,249.678136,1.561477
LOAD2,245.454375,-0.541901,251.054155,3.650003,248.364339,1.562804
LOAD3,247.685612,-0.540032,251.466789,3.652681,249.678145,1.561477
LOAD4,237.781606,-0.541100,250.395690,3.645254,246.206177,1.565227
LOAD5,238.391914,-0.541732,250.393833,3.645289,246.199434,1.565203
LOAD6,245.454379,-0.541901,251.053849,3.650004,248.364340,1.562804
LOAD7,242.589542,-0.550165,249.635334,3.648334,243.679000,1.562531
LOAD8,242.589399,-0.550167,249.639785,3.648330,243.668270,1.562539
LOAD9,242.583696,-0.550160,249.638626,3.648327,243.678350,1.562528
LOAD10,242.589335,-0.550164,249.629657,3.648336,243.678373,1.562527
LOAD11,242.589333,-0.550164,249.629860,3.648336,243.678372,1.562527
LOAD12,242.589406,-0.550167,249.639810,3.648330,243.666010,1.562542
LOAD13,243.173563,-0.553468,249.148811,3.650215,242.049168,1.560834
LOAD14,243.169431,-0.553464,249.157330,3.650206,242.050745,1.560837
LOAD15,243.173556,-0.553468,249.149439,3.650215,242.049166,1.560834
LOAD16,243.173704,-0.553472,249.157147,3.650210,242.037427,1.560844
LOAD17,243.173696,-0.553472,249.157123,3.650210,242.039698,1.560841
LOAD18,246.210826,-0.569064,246.797776,3.658743,231.172218,1.554054
LOAD19,244.645852,-0.561088,248.123626,3.654175,238.312904,1.555852
LOAD20,245.443446,-0.565139,247.440109,3.656447,236.318603,1.553126
LOAD21,244.455686,-0.560128,248.253849,3.653671,238.787823,1.556487
LOAD22,245.442495,-0.565138,247.440111,3.656447,236.318614,1.553126
LOAD23,246.530962,-0.568976,245.914755,3.658445,234.575082,1.547783
LOAD24,244.883661,-0.562454,247.997385,3.654926,237.053933,1.555743
LOAD25,249.067551,-0.569768,239.460885,3.657064,235.409849,1.526444
LOAD26,244.865554,-0.562403,247.972347,3.654898,237.638927,1.555126
LOAD27,244.878272,-0.562418,247.987595,3.654902,237.638775,1.555133
LOAD28,244.878272,-0.562418,247.987594,3.654902,237.638827,1.555133
LOAD29,249.871806,-0.570021,237.436299,3.656631,235.690913,1.519778
LOAD30,249.067742,-0.569768,239.460885,3.657064,235.409847,1.526444
LOAD31,249.871908,-0.570021,237.436299,3.656631,235.690912,1.519778
LOAD32,244.861542,-0.562401,247.971011,3.654894,237.633270,1.555132
LOAD33,250.900492,-0.570356,234.885445,3.656088,236.053071,1.511394
LOAD34,248.395277,-0.569559,241.171898,3.657433,235.178789,1.532084
LOAD35,251.507000,-0.576042,230.456677,3.653868,236.336263,1.501638
LOAD36,250.532822,-0.570235,235.794879,3.656295,235.923542,1.514407
LOAD37,250.532821,-0.570235,235.794995,3.656295,235.923542,1.514407
LOAD38,244.856651,-0.562395,247.963697,3.654893,237.636323,1.555128
LOAD39,244.852876,-0.562392,247.963111,3.654890,237.628056,1.555134
LOAD40,244.850231,-0.562386,247.955567,3.654891,237.633760,1.555125
LOAD41,244.843878,-0.562366,247.937288,3.654898,237.631293,1.555117
LOAD42,244.852878,-0.562392,247.963116,3.654890,237.627616,1.555135
LOAD43,244.839923,-0.562364,247.941399,3.654892,237.621163,1.555127
LOAD44,244.864070,-0.562402,247.970575,3.654898,237.638290,1.555126
LOAD45,244.843875,-0.562366,247.937517,3.654898,237.631292,1.555117
LOAD46,244.840080,-0.562379,247.966352,3.654888,237.636181,1.555130
LOAD47,244.839921,-0.562364,247.941394,3.654892,237.621675,1.555127
LOAD48,244.841287,-0.562380,247.966349,3.654888,237.636168,1.555130
LOAD49,244.839940,-0.562379,247.966352,3.654888,237.636183,1.555130
LOAD50,244.836304,-0.562341,247.922892,3.654897,237.631831,1.555107
LOAD51,244.838360,-0.562369,247.953317,3.654884,237.633579,1.555125
LOAD52,244.827183,-0.562340,247.935226,3.654885,237.631325,1.555117
LOAD53,244.836304,-0.562341,247.922641,3.654897,237.631831,1.555107
LOAD54,244.836931,-0.562367,247.953321,3.654884,237.633595,1.555125
LOAD55,244.826903,-0.562340,247.935246,3.654884,237.631412,1.555117
capBus626,251.485525,-0.574770,231.796914,3.653635,236.316084,1.502910
capBus633,251.493596,-0.575249,231.488815,3.653505,236.323668,1.502431
capBus639,251.507000,-0.576042,230.456677,3.653868,236.336263,1.501638
